´úÂë,½»Ò×Ëù,Ãû³Æ,´úÂë2,²úÆ·´úÂë,²úÆ·ÀàÐÍ,½»¸îÄê·Ý,½»¸îÔÂ·Ý,ºÏÔ¼³ËÊý,PriceTick,´´½¨ÈÕ,ÉÏÊÐÈÕ,µ½ÆÚÈÕ,¿ªÊ¼½»¸îÈÕ,½áÊø½»¸îÈÕ,ºÏÔ¼ÖÜÆÚ×´Ì¬,ÊÇ·ñ½»Ò×,³Ö²ÖÀàÐÍ,³Ö²ÖÈÕÆÚÀàÐÍ,±êµÄ´úÂë,Ö´ÐÐ¼Û,ÆÚÈ¨ÀàÐÍ
ru1910C13750,SHFE,ru1910C13750,ru1910C13750,ru_o,2,2019,9,10,1.0000,20190220,20190220,20190924,20190220,20190924,1,1,2,1,ru1910,13750.0000,1 
ru1910C14000,SHFE,ru1910C14000,ru1910C14000,ru_o,2,2019,9,10,1.0000,20190220,20190220,20190924,20190220,20190924,1,1,2,1,ru1910,14000.0000,1 
ru1910C14250,SHFE,ru1910C14250,ru1910C14250,ru_o,2,2019,9,10,1.0000,20190222,20190222,20190924,20190222,20190924,1,1,2,1,ru1910,14250.0000,1 
ru1910C14500,SHFE,ru1910C14500,ru1910C14500,ru_o,2,2019,9,10,1.0000,20190226,20190226,20190924,20190226,20190924,1,1,2,1,ru1910,14500.0000,1 
ru1910C9200,SHFE,ru1910C9200,ru1910C9200,ru_o,2,2019,9,10,1.0000,20190806,20190806,20190924,20190806,20190924,1,1,2,1,ru1910,9200.0000,1 
ru1910C9300,SHFE,ru1910C9300,ru1910C9300,ru_o,2,2019,9,10,1.0000,20190805,20190805,20190924,20190805,20190924,1,1,2,1,ru1910,9300.0000,1 
ru1910C9400,SHFE,ru1910C9400,ru1910C9400,ru_o,2,2019,9,10,1.0000,20190718,20190718,20190924,20190718,20190924,1,1,2,1,ru1910,9400.0000,1 
ru1910C9500,SHFE,ru1910C9500,ru1910C9500,ru_o,2,2019,9,10,1.0000,20190716,20190716,20190924,20190716,20190924,1,1,2,1,ru1910,9500.0000,1 
ru1910C9600,SHFE,ru1910C9600,ru1910C9600,ru_o,2,2019,9,10,1.0000,20190711,20190711,20190924,20190711,20190924,1,1,2,1,ru1910,9600.0000,1 
ru1910C9700,SHFE,ru1910C9700,ru1910C9700,ru_o,2,2019,9,10,1.0000,20190710,20190710,20190924,20190710,20190924,1,1,2,1,ru1910,9700.0000,1 
ru1910C9800,SHFE,ru1910C9800,ru1910C9800,ru_o,2,2019,9,10,1.0000,20190710,20190710,20190924,20190710,20190924,1,1,2,1,ru1910,9800.0000,1 
ru1910C9900,SHFE,ru1910C9900,ru1910C9900,ru_o,2,2019,9,10,1.0000,20190430,20190430,20190924,20190430,20190924,1,1,2,1,ru1910,9900.0000,1 
ru1910P10000,SHFE,ru1910P10000,ru1910P10000,ru_o,2,2019,9,10,1.0000,20190201,20190201,20190924,20190201,20190924,1,1,2,1,ru1910,10000.0000,2 
ru1910P10250,SHFE,ru1910P10250,ru1910P10250,ru_o,2,2019,9,10,1.0000,20190201,20190201,20190924,20190201,20190924,1,1,2,1,ru1910,10250.0000,2 
ru1910P10500,SHFE,ru1910P10500,ru1910P10500,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,10500.0000,2 
ru1910P10750,SHFE,ru1910P10750,ru1910P10750,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,10750.0000,2 
ru1910P11000,SHFE,ru1910P11000,ru1910P11000,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11000.0000,2 
ru1910P11250,SHFE,ru1910P11250,ru1910P11250,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11250.0000,2 
ru1910P11500,SHFE,ru1910P11500,ru1910P11500,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11500.0000,2 
ru1910P11750,SHFE,ru1910P11750,ru1910P11750,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11750.0000,2 
ru1910P12000,SHFE,ru1910P12000,ru1910P12000,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12000.0000,2 
ru1910P12250,SHFE,ru1910P12250,ru1910P12250,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12250.0000,2 
ru1910P12500,SHFE,ru1910P12500,ru1910P12500,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12500.0000,2 
ru1910P12750,SHFE,ru1910P12750,ru1910P12750,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12750.0000,2 
ru1910P13000,SHFE,ru1910P13000,ru1910P13000,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,13000.0000,2 
ru1910P13250,SHFE,ru1910P13250,ru1910P13250,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,13250.0000,2 
ru1910P13500,SHFE,ru1910P13500,ru1910P13500,ru_o,2,2019,9,10,1.0000,20190201,20190201,20190924,20190201,20190924,1,1,2,1,ru1910,13500.0000,2 
ru1910P13750,SHFE,ru1910P13750,ru1910P13750,ru_o,2,2019,9,10,1.0000,20190220,20190220,20190924,20190220,20190924,1,1,2,1,ru1910,13750.0000,2 
ru1910P14000,SHFE,ru1910P14000,ru1910P14000,ru_o,2,2019,9,10,1.0000,20190220,20190220,20190924,20190220,20190924,1,1,2,1,ru1910,14000.0000,2 
ru1910P14250,SHFE,ru1910P14250,ru1910P14250,ru_o,2,2019,9,10,1.0000,20190222,20190222,20190924,20190222,20190924,1,1,2,1,ru1910,14250.0000,2 
ru1910P14500,SHFE,ru1910P14500,ru1910P14500,ru_o,2,2019,9,10,1.0000,20190226,20190226,20190924,20190226,20190924,1,1,2,1,ru1910,14500.0000,2 
ru1910P9200,SHFE,ru1910P9200,ru1910P9200,ru_o,2,2019,9,10,1.0000,20190806,20190806,20190924,20190806,20190924,1,1,2,1,ru1910,9200.0000,2 
ru1910P9300,SHFE,ru1910P9300,ru1910P9300,ru_o,2,2019,9,10,1.0000,20190805,20190805,20190924,20190805,20190924,1,1,2,1,ru1910,9300.0000,2 
ru1910P9400,SHFE,ru1910P9400,ru1910P9400,ru_o,2,2019,9,10,1.0000,20190718,20190718,20190924,20190718,20190924,1,1,2,1,ru1910,9400.0000,2 
ru1910P9500,SHFE,ru1910P9500,ru1910P9500,ru_o,2,2019,9,10,1.0000,20190716,20190716,20190924,20190716,20190924,1,1,2,1,ru1910,9500.0000,2 
ru1910P9600,SHFE,ru1910P9600,ru1910P9600,ru_o,2,2019,9,10,1.0000,20190711,20190711,20190924,20190711,20190924,1,1,2,1,ru1910,9600.0000,2 
ru1910P9700,SHFE,ru1910P9700,ru1910P9700,ru_o,2,2019,9,10,1.0000,20190710,20190710,20190924,20190710,20190924,1,1,2,1,ru1910,9700.0000,2 
ru1910P9800,SHFE,ru1910P9800,ru1910P9800,ru_o,2,2019,9,10,1.0000,20190710,20190710,20190924,20190710,20190924,1,1,2,1,ru1910,9800.0000,2 
ru1910P9900,SHFE,ru1910P9900,ru1910P9900,ru_o,2,2019,9,10,1.0000,20190430,20190430,20190924,20190430,20190924,1,1,2,1,ru1910,9900.0000,2 
ru1911,SHFE,ÌìÈ»Ïð½º1911,ru1911,ru,1,2019,11,10,5.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
ru1911C10000,SHFE,ru1911C10000,ru1911C10000,ru_o,2,2019,10,10,1.0000,20190201,20190201,20191025,20190201,20191025,1,1,2,1,ru1911,10000.0000,1 
ru1911C10250,SHFE,ru1911C10250,ru1911C10250,ru_o,2,2019,10,10,1.0000,20190201,20190201,20191025,20190201,20191025,1,1,2,1,ru1911,10250.0000,1 
ru1911C10500,SHFE,ru1911C10500,ru1911C10500,ru_o,2,2019,10,10,1.0000,20190130,20190130,20191025,20190130,20191025,1,1,2,1,ru1911,10500.0000,1 
ru1911C10750,SHFE,ru1911C10750,ru1911C10750,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,10750.0000,1 
ru1911C11000,SHFE,ru1911C11000,ru1911C11000,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11000.0000,1 
ru1911C11250,SHFE,ru1911C11250,ru1911C11250,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11250.0000,1 
ru1911C11500,SHFE,ru1911C11500,ru1911C11500,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11500.0000,1 
ru1911C11750,SHFE,ru1911C11750,ru1911C11750,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11750.0000,1 
ru1911C12000,SHFE,ru1911C12000,ru1911C12000,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12000.0000,1 
ru1911C12250,SHFE,ru1911C12250,ru1911C12250,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12250.0000,1 
ru1911C12500,SHFE,ru1911C12500,ru1911C12500,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12500.0000,1 
ru1911C12750,SHFE,ru1911C12750,ru1911C12750,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12750.0000,1 
ru1911C13000,SHFE,ru1911C13000,ru1911C13000,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,13000.0000,1 
ru1911C13250,SHFE,ru1911C13250,ru1911C13250,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,13250.0000,1 
ru1911C13500,SHFE,ru1911C13500,ru1911C13500,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,13500.0000,1 
ru1911C13750,SHFE,ru1911C13750,ru1911C13750,ru_o,2,2019,10,10,1.0000,20190220,20190220,20191025,20190220,20191025,1,1,2,1,ru1911,13750.0000,1 
ru1911C14000,SHFE,ru1911C14000,ru1911C14000,ru_o,2,2019,10,10,1.0000,20190220,20190220,20191025,20190220,20191025,1,1,2,1,ru1911,14000.0000,1 
ru1911C14250,SHFE,ru1911C14250,ru1911C14250,ru_o,2,2019,10,10,1.0000,20190221,20190221,20191025,20190221,20191025,1,1,2,1,ru1911,14250.0000,1 
ru1911C14500,SHFE,ru1911C14500,ru1911C14500,ru_o,2,2019,10,10,1.0000,20190226,20190226,20191025,20190226,20191025,1,1,2,1,ru1911,14500.0000,1 
ru1911C9300,SHFE,ru1911C9300,ru1911C9300,ru_o,2,2019,10,10,1.0000,20190806,20190806,20191025,20190806,20191025,1,1,2,1,ru1911,9300.0000,1 
ru1911C9400,SHFE,ru1911C9400,ru1911C9400,ru_o,2,2019,10,10,1.0000,20190805,20190805,20191025,20190805,20191025,1,1,2,1,ru1911,9400.0000,1 
ru1911C9500,SHFE,ru1911C9500,ru1911C9500,ru_o,2,2019,10,10,1.0000,20190717,20190717,20191025,20190717,20191025,1,1,2,1,ru1911,9500.0000,1 
ru1911C9600,SHFE,ru1911C9600,ru1911C9600,ru_o,2,2019,10,10,1.0000,20190711,20190711,20191025,20190711,20191025,1,1,2,1,ru1911,9600.0000,1 
ru1911C9700,SHFE,ru1911C9700,ru1911C9700,ru_o,2,2019,10,10,1.0000,20190710,20190710,20191025,20190710,20191025,1,1,2,1,ru1911,9700.0000,1 
ru1911C9800,SHFE,ru1911C9800,ru1911C9800,ru_o,2,2019,10,10,1.0000,20190710,20190710,20191025,20190710,20191025,1,1,2,1,ru1911,9800.0000,1 
ru1911C9900,SHFE,ru1911C9900,ru1911C9900,ru_o,2,2019,10,10,1.0000,20190710,20190710,20191025,20190710,20191025,1,1,2,1,ru1911,9900.0000,1 
ru1911P10000,SHFE,ru1911P10000,ru1911P10000,ru_o,2,2019,10,10,1.0000,20190201,20190201,20191025,20190201,20191025,1,1,2,1,ru1911,10000.0000,2 
ru1911P10250,SHFE,ru1911P10250,ru1911P10250,ru_o,2,2019,10,10,1.0000,20190201,20190201,20191025,20190201,20191025,1,1,2,1,ru1911,10250.0000,2 
ru1911P10500,SHFE,ru1911P10500,ru1911P10500,ru_o,2,2019,10,10,1.0000,20190130,20190130,20191025,20190130,20191025,1,1,2,1,ru1911,10500.0000,2 
ru1911P10750,SHFE,ru1911P10750,ru1911P10750,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,10750.0000,2 
ru1911P11000,SHFE,ru1911P11000,ru1911P11000,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11000.0000,2 
ru1911P11250,SHFE,ru1911P11250,ru1911P11250,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11250.0000,2 
ru1911P11500,SHFE,ru1911P11500,ru1911P11500,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11500.0000,2 
ru1911P11750,SHFE,ru1911P11750,ru1911P11750,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,11750.0000,2 
ru1911P12000,SHFE,ru1911P12000,ru1911P12000,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12000.0000,2 
ru1911P12250,SHFE,ru1911P12250,ru1911P12250,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12250.0000,2 
ru1911P12500,SHFE,ru1911P12500,ru1911P12500,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12500.0000,2 
ru1911P12750,SHFE,ru1911P12750,ru1911P12750,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,12750.0000,2 
ru1911P13000,SHFE,ru1911P13000,ru1911P13000,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,13000.0000,2 
ru1911P13250,SHFE,ru1911P13250,ru1911P13250,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,13250.0000,2 
ru1911P13500,SHFE,ru1911P13500,ru1911P13500,ru_o,2,2019,10,10,1.0000,20190128,20190128,20191025,20190128,20191025,1,1,2,1,ru1911,13500.0000,2 
ru1911P13750,SHFE,ru1911P13750,ru1911P13750,ru_o,2,2019,10,10,1.0000,20190220,20190220,20191025,20190220,20191025,1,1,2,1,ru1911,13750.0000,2 
ru1911P14000,SHFE,ru1911P14000,ru1911P14000,ru_o,2,2019,10,10,1.0000,20190220,20190220,20191025,20190220,20191025,1,1,2,1,ru1911,14000.0000,2 
ru1911P14250,SHFE,ru1911P14250,ru1911P14250,ru_o,2,2019,10,10,1.0000,20190221,20190221,20191025,20190221,20191025,1,1,2,1,ru1911,14250.0000,2 
ru1911P14500,SHFE,ru1911P14500,ru1911P14500,ru_o,2,2019,10,10,1.0000,20190226,20190226,20191025,20190226,20191025,1,1,2,1,ru1911,14500.0000,2 
ru1911P9300,SHFE,ru1911P9300,ru1911P9300,ru_o,2,2019,10,10,1.0000,20190806,20190806,20191025,20190806,20191025,1,1,2,1,ru1911,9300.0000,2 
ru1911P9400,SHFE,ru1911P9400,ru1911P9400,ru_o,2,2019,10,10,1.0000,20190805,20190805,20191025,20190805,20191025,1,1,2,1,ru1911,9400.0000,2 
ru1911P9500,SHFE,ru1911P9500,ru1911P9500,ru_o,2,2019,10,10,1.0000,20190717,20190717,20191025,20190717,20191025,1,1,2,1,ru1911,9500.0000,2 
ru1911P9600,SHFE,ru1911P9600,ru1911P9600,ru_o,2,2019,10,10,1.0000,20190711,20190711,20191025,20190711,20191025,1,1,2,1,ru1911,9600.0000,2 
ru1911P9700,SHFE,ru1911P9700,ru1911P9700,ru_o,2,2019,10,10,1.0000,20190710,20190710,20191025,20190710,20191025,1,1,2,1,ru1911,9700.0000,2 
ru1911P9800,SHFE,ru1911P9800,ru1911P9800,ru_o,2,2019,10,10,1.0000,20190710,20190710,20191025,20190710,20191025,1,1,2,1,ru1911,9800.0000,2 
ru1911P9900,SHFE,ru1911P9900,ru1911P9900,ru_o,2,2019,10,10,1.0000,20190710,20190710,20191025,20190710,20191025,1,1,2,1,ru1911,9900.0000,2 
ru2001,SHFE,ÌìÈ»Ïð½º2001,ru2001,ru,1,2020,1,10,5.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
ru2001C10000,SHFE,ru2001C10000,ru2001C10000,ru_o,2,2019,12,10,1.0000,20190717,20190717,20191225,20190717,20191225,1,1,2,1,ru2001,10000.0000,1 
ru2001C10250,SHFE,ru2001C10250,ru2001C10250,ru_o,2,2019,12,10,1.0000,20190710,20190710,20191225,20190710,20191225,1,1,2,1,ru2001,10250.0000,1 
ru2001C10500,SHFE,ru2001C10500,ru2001C10500,ru_o,2,2019,12,10,1.0000,20190709,20190709,20191225,20190709,20191225,1,1,2,1,ru2001,10500.0000,1 
ru2001C10750,SHFE,ru2001C10750,ru2001C10750,ru_o,2,2019,12,10,1.0000,20190201,20190201,20191225,20190201,20191225,1,1,2,1,ru2001,10750.0000,1 
ru2001C11000,SHFE,ru2001C11000,ru2001C11000,ru_o,2,2019,12,10,1.0000,20190201,20190201,20191225,20190201,20191225,1,1,2,1,ru2001,11000.0000,1 
ru2001C11250,SHFE,ru2001C11250,ru2001C11250,ru_o,2,2019,12,10,1.0000,20190130,20190130,20191225,20190130,20191225,1,1,2,1,ru2001,11250.0000,1 
ru2001C11500,SHFE,ru2001C11500,ru2001C11500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,11500.0000,1 
ru2001C11750,SHFE,ru2001C11750,ru2001C11750,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,11750.0000,1 
ru2001C12000,SHFE,ru2001C12000,ru2001C12000,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12000.0000,1 
ru2001C12250,SHFE,ru2001C12250,ru2001C12250,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12250.0000,1 
ru2001C12500,SHFE,ru2001C12500,ru2001C12500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12500.0000,1 
ru2001C12750,SHFE,ru2001C12750,ru2001C12750,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12750.0000,1 
ru2001C13000,SHFE,ru2001C13000,ru2001C13000,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13000.0000,1 
ru2001C13250,SHFE,ru2001C13250,ru2001C13250,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13250.0000,1 
ru2001C13500,SHFE,ru2001C13500,ru2001C13500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13500.0000,1 
ru2001C13750,SHFE,ru2001C13750,ru2001C13750,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13750.0000,1 
ru2001C14000,SHFE,ru2001C14000,ru2001C14000,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,14000.0000,1 
ru2001C14250,SHFE,ru2001C14250,ru2001C14250,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,14250.0000,1 
ru2001C14500,SHFE,ru2001C14500,ru2001C14500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,14500.0000,1 
ru2001C14750,SHFE,ru2001C14750,ru2001C14750,ru_o,2,2019,12,10,1.0000,20190220,20190220,20191225,20190220,20191225,1,1,2,1,ru2001,14750.0000,1 
ru2001C15000,SHFE,ru2001C15000,ru2001C15000,ru_o,2,2019,12,10,1.0000,20190220,20190220,20191225,20190220,20191225,1,1,2,1,ru2001,15000.0000,1 
ru2001C15250,SHFE,ru2001C15250,ru2001C15250,ru_o,2,2019,12,10,1.0000,20190221,20190221,20191225,20190221,20191225,1,1,2,1,ru2001,15250.0000,1 
ru2001C15500,SHFE,ru2001C15500,ru2001C15500,ru_o,2,2019,12,10,1.0000,20190226,20190226,20191225,20190226,20191225,1,1,2,1,ru2001,15500.0000,1 
ru2001C15750,SHFE,ru2001C15750,ru2001C15750,ru_o,2,2019,12,10,1.0000,20190226,20190226,20191225,20190226,20191225,1,1,2,1,ru2001,15750.0000,1 
ru2001P10000,SHFE,ru2001P10000,ru2001P10000,ru_o,2,2019,12,10,1.0000,20190717,20190717,20191225,20190717,20191225,1,1,2,1,ru2001,10000.0000,2 
ru2001P10250,SHFE,ru2001P10250,ru2001P10250,ru_o,2,2019,12,10,1.0000,20190710,20190710,20191225,20190710,20191225,1,1,2,1,ru2001,10250.0000,2 
ru2001P10500,SHFE,ru2001P10500,ru2001P10500,ru_o,2,2019,12,10,1.0000,20190709,20190709,20191225,20190709,20191225,1,1,2,1,ru2001,10500.0000,2 
ru2001P10750,SHFE,ru2001P10750,ru2001P10750,ru_o,2,2019,12,10,1.0000,20190201,20190201,20191225,20190201,20191225,1,1,2,1,ru2001,10750.0000,2 
ru2001P11000,SHFE,ru2001P11000,ru2001P11000,ru_o,2,2019,12,10,1.0000,20190201,20190201,20191225,20190201,20191225,1,1,2,1,ru2001,11000.0000,2 
ru2001P11250,SHFE,ru2001P11250,ru2001P11250,ru_o,2,2019,12,10,1.0000,20190130,20190130,20191225,20190130,20191225,1,1,2,1,ru2001,11250.0000,2 
ru2001P11500,SHFE,ru2001P11500,ru2001P11500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,11500.0000,2 
ru2001P11750,SHFE,ru2001P11750,ru2001P11750,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,11750.0000,2 
ru2001P12000,SHFE,ru2001P12000,ru2001P12000,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12000.0000,2 
ru2001P12250,SHFE,ru2001P12250,ru2001P12250,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12250.0000,2 
ru2001P12500,SHFE,ru2001P12500,ru2001P12500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12500.0000,2 
ru2001P12750,SHFE,ru2001P12750,ru2001P12750,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,12750.0000,2 
ru2001P13000,SHFE,ru2001P13000,ru2001P13000,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13000.0000,2 
ru2001P13250,SHFE,ru2001P13250,ru2001P13250,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13250.0000,2 
ru2001P13500,SHFE,ru2001P13500,ru2001P13500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13500.0000,2 
ru2001P13750,SHFE,ru2001P13750,ru2001P13750,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,13750.0000,2 
ru2001P14000,SHFE,ru2001P14000,ru2001P14000,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,14000.0000,2 
ru2001P14250,SHFE,ru2001P14250,ru2001P14250,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,14250.0000,2 
ru2001P14500,SHFE,ru2001P14500,ru2001P14500,ru_o,2,2019,12,10,1.0000,20190128,20190128,20191225,20190128,20191225,1,1,2,1,ru2001,14500.0000,2 
ru2001P14750,SHFE,ru2001P14750,ru2001P14750,ru_o,2,2019,12,10,1.0000,20190220,20190220,20191225,20190220,20191225,1,1,2,1,ru2001,14750.0000,2 
ru2001P15000,SHFE,ru2001P15000,ru2001P15000,ru_o,2,2019,12,10,1.0000,20190220,20190220,20191225,20190220,20191225,1,1,2,1,ru2001,15000.0000,2 
ru2001P15250,SHFE,ru2001P15250,ru2001P15250,ru_o,2,2019,12,10,1.0000,20190221,20190221,20191225,20190221,20191225,1,1,2,1,ru2001,15250.0000,2 
ru2001P15500,SHFE,ru2001P15500,ru2001P15500,ru_o,2,2019,12,10,1.0000,20190226,20190226,20191225,20190226,20191225,1,1,2,1,ru2001,15500.0000,2 
ru2001P15750,SHFE,ru2001P15750,ru2001P15750,ru_o,2,2019,12,10,1.0000,20190226,20190226,20191225,20190226,20191225,1,1,2,1,ru2001,15750.0000,2 
ru2003,SHFE,ÌìÈ»Ïð½º2003,ru2003,ru,1,2020,3,10,5.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
ru2003C10000,SHFE,ru2003C10000,ru2003C10000,ru_o,2,2020,2,10,1.0000,20190806,20190806,20200224,20190806,20200224,1,1,2,1,ru2003,10000.0000,1 
ru2003C10250,SHFE,ru2003C10250,ru2003C10250,ru_o,2,2020,2,10,1.0000,20190711,20190711,20200224,20190711,20200224,1,1,2,1,ru2003,10250.0000,1 
ru2003C10500,SHFE,ru2003C10500,ru2003C10500,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,10500.0000,1 
ru2003C10750,SHFE,ru2003C10750,ru2003C10750,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,10750.0000,1 
ru2003C11000,SHFE,ru2003C11000,ru2003C11000,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,11000.0000,1 
ru2003C11250,SHFE,ru2003C11250,ru2003C11250,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,11250.0000,1 
ru2003C11500,SHFE,ru2003C11500,ru2003C11500,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,11500.0000,1 
ru2003C11750,SHFE,ru2003C11750,ru2003C11750,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,11750.0000,1 
ru2003C12000,SHFE,ru2003C12000,ru2003C12000,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,12000.0000,1 
ru2003C12250,SHFE,ru2003C12250,ru2003C12250,ru_o,2,2020,2,10,1.0000,20190318,20190318,20200224,20190318,20200224,1,1,2,1,ru2003,12250.0000,1 
